n_estimators,50,50,100,100,150,150,200,200,250,250,300,300,350,350,400,400,450,450,500,500
max_features,sqrt,log2,sqrt,log2,sqrt,log2,sqrt,log2,sqrt,log2,sqrt,log2,sqrt,log2,sqrt,log2,sqrt,log2,sqrt,log2
0,0.5222222222222223,0.5055555555555555,0.4833333333333332,0.4833333333333332,0.49444444444444435,0.4833333333333333,0.49444444444444435,0.5111111111111111,0.5111111111111111,0.4999999999999999,0.5277777777777778,0.5222222222222221,0.5333333333333334,0.5333333333333333,0.5444444444444443,0.5333333333333332,0.5333333333333332,0.5222222222222221,0.5222222222222221,0.5111111111111111
1,0.5277777777777777,0.5222222222222223,0.5055555555555554,0.5499999999999999,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.5166666666666666,0.5166666666666666,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.5388888888888889,0.5388888888888889,0.538888888888889,0.5277777777777778,0.5277777777777778,0.538888888888889,0.538888888888889,0.5555555555555556
2,0.6944444444444444,0.6888888888888889,0.6722222222222222,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.6722222222222222,0.6722222222222222,0.6555555555555556,0.6444444444444445,0.6944444444444444,0.6944444444444444,0.6777777777777777,0.6777777777777777,0.6611111111111111,0.638888888888889,0.6611111111111111,0.638888888888889,0.65,0.6277777777777777
3,0.5777777777777777,0.5333333333333333,0.55,0.5722222222222223,0.5722222222222223,0.5722222222222223,0.5611111111111111,0.5611111111111111,0.5611111111111111,0.5611111111111111,0.5833333333333334,0.5944444444444444,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5722222222222223,0.5833333333333334
4,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.7055555555555555,0.6944444444444444,0.7055555555555556,0.6833333333333333,0.6722222222222223,0.6833333333333333,0.6833333333333333,0.6333333333333332,0.6555555555555556,0.6722222222222223,0.6722222222222223,0.6722222222222223,0.6722222222222223,0.6611111111111112,0.6611111111111112,0.6722222222222223,0.6833333333333333
5,0.6166666666666666,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6222222222222222,0.6222222222222222,0.6111111111111112,0.6111111111111112,0.6055555555555555,0.6055555555555555,0.6,0.6,0.5888888888888888,0.6277777777777779,0.6277777777777779,0.6166666666666667,0.6166666666666667,0.6,0.6,0.5944444444444444
6,0.5333333333333332,0.5444444444444445,0.5833333333333333,0.6,0.5777777777777778,0.5666666666666667,0.6,0.5777777777777777,0.5777777777777777,0.5888888888888888,0.5222222222222221,0.5055555555555555,0.5333333333333333,0.5555555555555555,0.5666666666666667,0.5444444444444444,0.5888888888888888,0.5999999999999999,0.5833333333333333,0.5722222222222222
7,0.6444444444444444,0.6444444444444444,0.6555555555555554,0.6555555555555554,0.6555555555555554,0.6388888888888888,0.6666666666666667,0.6555555555555554,0.6555555555555554,0.6388888888888888,0.6499999999999999,0.6555555555555556,0.6666666666666666,0.6666666666666667,0.6388888888888888,0.6499999999999999,0.6499999999999999,0.6499999999999999,0.6499999999999999,0.6499999999999999
